simiter,remiter,R,W,numerical,elementcount,nodecount,meshtime,tthtime,nextime
34,3,1.3469387755102042e-05,4.224489795918368e-06,5.66501e-11,27935,9328,6.539305925369263,0.6347446441650391,0.1314079761505127
34,4,1.3469387755102042e-05,4.224489795918368e-06,5.66501e-11,27935,9328,6.370358228683472,0.6441769599914551,0.13241076469421387
35,0,1.3571428571428572e-05,4.142857142857143e-06,1.36027e-10,225,92,0.2872335910797119,0.6139323711395264,0.0498805046081543
35,0,1.3571428571428572e-05,4.142857142857143e-06,1.228e-10,3404,1217,1.1819829940795898,2.586718797683716,0.07421064376831055
35,1,1.3571428571428572e-05,4.142857142857143e-06,5.85713e-11,11804,3992,2.8264100551605225,10.171201705932617,0.13665771484375
35,2,1.3571428571428572e-05,4.142857142857143e-06,5.60645e-11,29439,9800,6.497375249862671,30.798932552337646,0.30027246475219727
35,3,1.3571428571428572e-05,4.142857142857143e-06,5.5973e-11,46481,15191,13.210669755935669,56.76262640953064,0.5196738243103027
35,4,1.3571428571428572e-05,4.142857142857143e-06,5.5973e-11,58657,18873,18.351906538009644,1.0440359115600586,0.4679861068725586
36,0,1.3673469387755102e-05,4.061224489795919e-06,1.37934e-10,229,93,0.28250598907470703,0.5515336990356445,0.04841351509094238
36,0,1.3673469387755102e-05,4.061224489795919e-06,1.33122e-10,3331,1196,1.2611730098724365,2.486539602279663,0.06548476219177246
36,1,1.3673469387755102e-05,4.061224489795919e-06,5.97651e-11,11209,3797,2.703221559524536,9.638778924942017,0.13599658012390137
36,2,1.3673469387755102e-05,4.061224489795919e-06,5.73743e-11,28081,9346,6.835691452026367,28.230907201766968,0.28206825256347656
36,3,1.3673469387755102e-05,4.061224489795919e-06,5.75951e-11,44932,14714,12.030876874923706,53.11657404899597,0.5014328956604004
36,4,1.3673469387755102e-05,4.061224489795919e-06,5.75951e-11,57979,18606,19.266160011291504,0.9907193183898926,0.45339179039001465
37,0,1.3775510204081633e-05,3.979591836734694e-06,1.28646e-10,297,110,0.3210268020629883,0.5333316326141357,0.03693079948425293
37,0,1.3775510204081633e-05,3.979591836734694e-06,1.02872e-10,3172,1105,0.9388971328735352,2.764951705932617,0.07647943496704102
37,1,1.3775510204081633e-05,3.979591836734694e-06,6.18102e-11,11558,3885,2.7470812797546387,10.377076625823975,0.1566774845123291
37,2,1.3775510204081633e-05,3.979591836734694e-06,5.91346e-11,28936,9619,6.402010202407837,31.080681562423706,0.3177163600921631
37,3,1.3775510204081633e-05,3.979591836734694e-06,5.92183e-11,45543,14892,12.25821852684021,57.38433814048767,0.5822658538818359
37,4,1.3775510204081633e-05,3.979591836734694e-06,5.9296e-11,57880,18607,22.551714181900024,65.21757221221924,0.8229985237121582
38,0,1.3877551020408165e-05,3.89795918367347e-06,1.41723e-10,225,93,0.31503748893737793,0.9047651290893555,0.09230232238769531
38,0,1.3877551020408165e-05,3.89795918367347e-06,1.57346e-10,3464,1270,1.655810832977295,2.7094109058380127,0.0677347183227539
38,1,1.3877551020408165e-05,3.89795918367347e-06,6.4749e-11,11649,3932,2.862231731414795,10.87876272201538,0.1540663242340088
38,2,1.3877551020408165e-05,3.89795918367347e-06,6.13335e-11,27965,9331,6.723283052444458,27.758596181869507,0.2886209487915039
38,3,1.3877551020408165e-05,3.89795918367347e-06,6.15028e-11,46035,15073,12.638209104537964,54.28090810775757,0.4655416011810303
38,4,1.3877551020408165e-05,3.89795918367347e-06,6.15028e-11,59638,19123,23.55519723892212,1.014991283416748,0.4529564380645752
39,0,1.3979591836734695e-05,3.816326530612245e-06,1.42324e-10,241,97,0.2472820281982422,0.4756641387939453,0.03838753700256348
39,0,1.3979591836734695e-05,3.816326530612245e-06,1.39492e-10,2759,983,0.9233133792877197,2.214107036590576,0.05682110786437988
39,1,1.3979591836734695e-05,3.816326530612245e-06,6.7912e-11,9588,3243,2.538769483566284,7.961095571517944,0.12216997146606445
39,2,1.3979591836734695e-05,3.816326530612245e-06,6.33415e-11,24909,8325,5.498556613922119,24.648439168930054,0.252230167388916
39,3,1.3979591836734695e-05,3.816326530612245e-06,6.33415e-11,43589,14247,11.970519781112671,0.855276346206665,0.26396870613098145
39,4,1.3979591836734695e-05,3.816326530612245e-06,6.33415e-11,43589,14247,11.384745597839355,0.8998584747314453,0.3049287796020508
40,0,1.4081632653061225e-05,3.734693877551021e-06,1.45354e-10,241,97,0.2947351932525635,0.5556445121765137,0.040422916412353516
40,0,1.4081632653061225e-05,3.734693877551021e-06,1.42872e-10,2492,874,0.888695478439331,1.9263968467712402,0.05869603157043457
40,1,1.4081632653061225e-05,3.734693877551021e-06,7.0734e-11,8903,3006,2.193021535873413,7.158297777175903,0.12554574012756348
40,2,1.4081632653061225e-05,3.734693877551021e-06,6.52612e-11,23427,7819,5.3011345863342285,22.193139791488647,0.23793935775756836
40,3,1.4081632653061225e-05,3.734693877551021e-06,6.52612e-11,41562,13634,11.706691980361938,0.904296875,0.24567055702209473
40,4,1.4081632653061225e-05,3.734693877551021e-06,6.52612e-11,41562,13634,10.9642915725708,0.9229443073272705,0.28994274139404297
41,0,1.4183673469387757e-05,3.653061224489796e-06,1.26891e-10,393,135,0.39437365531921387,0.6178529262542725,0.03927016258239746
41,0,1.4183673469387757e-05,3.653061224489796e-06,9.50631e-11,2441,814,0.8698058128356934,1.8615431785583496,0.0616002082824707
41,1,1.4183673469387757e-05,3.653061224489796e-06,7.16112e-11,9727,3273,2.4410383701324463,7.762326717376709,0.12318134307861328
41,2,1.4183673469387757e-05,3.653061224489796e-06,6.70564e-11,26064,8666,6.3550403118133545,26.884440660476685,0.2757449150085449
41,3,1.4183673469387757e-05,3.653061224489796e-06,6.68723e-11,43109,14056,12.106975793838501,51.6845543384552,0.5136756896972656
41,4,1.4183673469387757e-05,3.653061224489796e-06,6.68723e-11,55140,17750,17.51160478591919,0.9759612083435059,0.40509510040283203
42,0,1.4285714285714285e-05,3.5714285714285718e-06,1.31737e-10,401,137,0.3443112373352051,0.6416127681732178,0.04851865768432617
42,0,1.4285714285714285e-05,3.5714285714285718e-06,1.01089e-10,2430,821,1.0760786533355713,2.0348353385925293,0.055856943130493164
42,1,1.4285714285714285e-05,3.5714285714285718e-06,7.37877e-11,9414,3183,2.206631660461426,7.881645917892456,0.11643338203430176
42,2,1.4285714285714285e-05,3.5714285714285718e-06,6.92287e-11,25012,8325,6.249079465866089,25.669568300247192,0.2642977237701416
42,3,1.4285714285714285e-05,3.5714285714285718e-06,6.90966e-11,41678,13642,11.029849290847778,49.290833711624146,0.42063140869140625
42,4,1.4285714285714285e-05,3.5714285714285718e-06,6.90966e-11,55339,17776,18.048380613327026,0.9574575424194336,0.4468362331390381
43,0,1.4387755102040817e-05,3.4897959183673474e-06,1.52751e-10,245,98,0.28374218940734863,0.4919307231903076,0.03708624839782715
43,0,1.4387755102040817e-05,3.4897959183673474e-06,1.74799e-10,2456,857,0.9008347988128662,1.8327815532684326,0.05446219444274902
43,1,1.4387755102040817e-05,3.4897959183673474e-06,7.63667e-11,8495,2861,2.1943678855895996,6.888847351074219,0.1251375675201416
43,2,1.4387755102040817e-05,3.4897959183673474e-06,7.63667e-11,22247,7451,5.355998992919922,0.5513298511505127,0.10490608215332031
43,3,1.4387755102040817e-05,3.4897959183673474e-06,7.63667e-11,22247,7451,5.300299406051636,0.5574016571044922,0.11734962463378906
43,4,1.4387755102040817e-05,3.4897959183673474e-06,7.63667e-11,22247,7451,5.5738911628723145,0.6361091136932373,0.11514496803283691
44,0,1.4489795918367348e-05,3.4081632653061227e-06,1.45118e-10,371,130,0.302553653717041,0.5444600582122803,0.03843879699707031
44,0,1.4489795918367348e-05,3.4081632653061227e-06,1.30599e-10,2150,722,0.8217954635620117,1.6715826988220215,0.061035871505737305
44,1,1.4489795918367348e-05,3.4081632653061227e-06,7.86314e-11,8166,2759,2.0468790531158447,6.4704437255859375,0.10118460655212402
44,2,1.4489795918367348e-05,3.4081632653061227e-06,7.44956e-11,22316,7452,5.080406427383423,21.787010431289673,0.2292931079864502
44,3,1.4489795918367348e-05,3.4081632653061227e-06,7.44956e-11,39602,12976,10.732508182525635,0.7955467700958252,0.22389960289001465
44,4,1.4489795918367348e-05,3.4081632653061227e-06,7.44956e-11,39602,12976,10.380362510681152,0.7733290195465088,0.22184085845947266
45,0,1.4591836734693878e-05,3.3265306122448983e-06,1.48493e-10,381,133,0.34723806381225586,0.6271231174468994,0.04839944839477539
45,0,1.4591836734693878e-05,3.3265306122448983e-06,1.32937e-10,2348,787,1.0191984176635742,1.7463347911834717,0.0517425537109375
45,1,1.4591836734693878e-05,3.3265306122448983e-06,8.36583e-11,8873,3003,2.03436279296875,7.344838857650757,0.11428451538085938
45,2,1.4591836734693878e-05,3.3265306122448983e-06,7.67245e-11,22898,7635,5.481576919555664,22.1800696849823,0.23301100730895996
45,3,1.4591836734693878e-05,3.3265306122448983e-06,7.67245e-11,39394,12911,11.340997695922852,0.8667209148406982,0.2703840732574463
45,4,1.4591836734693878e-05,3.3265306122448983e-06,7.67245e-11,39394,12911,10.533327102661133,0.75577712059021,0.22963976860046387
46,0,1.469387755102041e-05,3.244897959183674e-06,1.53686e-10,373,131,0.35024380683898926,0.5345127582550049,0.03911256790161133
46,0,1.469387755102041e-05,3.244897959183674e-06,1.34046e-10,2393,808,0.8836562633514404,1.7532289028167725,0.053832054138183594
46,1,1.469387755102041e-05,3.244897959183674e-06,8.35297e-11,8944,3023,2.197402238845825,7.45892333984375,0.11713123321533203
46,2,1.469387755102041e-05,3.244897959183674e-06,7.91786e-11,22773,7605,5.70501446723938,21.226227283477783,0.2879922389984131
46,3,1.469387755102041e-05,3.244897959183674e-06,7.88731e-11,39603,12992,10.529447555541992,44.58586287498474,0.408008337020874
46,4,1.469387755102041e-05,3.244897959183674e-06,7.88731e-11,52544,16973,17.32793688774109,0.9155278205871582,0.37733006477355957
47,0,1.4795918367346938e-05,3.1632653061224496e-06,1.61129e-10,368,130,0.3141155242919922,0.515587568283081,0.03645801544189453
47,0,1.4795918367346938e-05,3.1632653061224496e-06,1.44028e-10,2185,735,0.9046506881713867,1.6732773780822754,0.049271583557128906
47,1,1.4795918367346938e-05,3.1632653061224496e-06,8.99522e-11,8277,2797,2.031813859939575,7.028330326080322,0.10220050811767578
47,2,1.4795918367346938e-05,3.1632653061224496e-06,8.20382e-11,21532,7187,5.002330780029297,19.936511516571045,0.23104238510131836
47,3,1.4795918367346938e-05,3.1632653061224496e-06,8.17233e-11,38276,12580,10.398555994033813,43.24852180480957,0.3987293243408203
47,4,1.4795918367346938e-05,3.1632653061224496e-06,8.17233e-11,52526,16965,16.688816785812378,0.9118657112121582,0.3647458553314209
48,0,1.489795918367347e-05,3.0816326530612244e-06,1.65362e-10,273,106,0.2825441360473633,0.4966108798980713,0.03687310218811035
48,0,1.489795918367347e-05,3.0816326530612244e-06,2.05804e-10,3265,1158,1.046412706375122,2.3785665035247803,0.06547904014587402
48,1,1.489795918367347e-05,3.0816326530612244e-06,8.95405e-11,9790,3285,2.6149415969848633,8.737635612487793,0.13657784461975098
48,2,1.489795918367347e-05,3.0816326530612244e-06,8.40978e-11,23101,7744,5.38343620300293,21.190117120742798,0.26637959480285645
48,3,1.489795918367347e-05,3.0816326530612244e-06,8.4364e-11,41073,13488,10.838929653167725,46.28344249725342,0.44614410400390625
48,4,1.489795918367347e-05,3.0816326530612244e-06,8.4364e-11,55406,17821,18.70741081237793,0.9417474269866943,0.4050743579864502
49,0,1.5e-05,3e-06,1.69488e-10,265,104,0.3003084659576416,0.47521448135375977,0.037276506423950195
49,0,1.5e-05,3e-06,2.57206e-10,2835,992,0.97292160987854,2.1264801025390625,0.06926417350769043
49,1,1.5e-05,3e-06,9.64957e-11,8589,2886,2.3167412281036377,7.526330947875977,0.11925745010375977
49,2,1.5e-05,3e-06,8.78504e-11,20879,6991,5.052964925765991,18.007490396499634,0.20805931091308594
49,3,1.5e-05,3e-06,8.73262e-11,38436,12653,10.1295804977417,42.48531699180603,0.4419279098510742
49,4,1.5e-05,3e-06,8.73262e-11,52059,16845,16.93639874458313,0.980015754699707,0.3849461078643799
