R,D,Analytic,Numerical,Analytic Area,Numerical Area,Mesh Time,TTH Time,nex Time,Num Elements,Num Nodes
3e-05,1e-05,3.1763150741970196e-11,3.30349e-11,5.9217626406536156e-09,5968.42,9.556366920471191,247.51292181015015,0.7457609176635742,64651,15019
3.0344827586206897e-05,9.665517241379312e-06,3.324006737178472e-11,3.44674e-11,5.7894794292278375e-09,5828.25,10.680879592895508,234.52681612968445,0.4303553104400635,61667,14436
3.0689655172413796e-05,9.331034482758621e-06,3.4822867898932595e-11,3.61318e-11,5.6526428212412716e-09,5701.1,10.608381748199463,209.37025213241577,0.43117856979370117,57958,13729
3.103448275862069e-05,8.996551724137932e-06,3.652336229433139e-11,3.78179e-11,5.511252816693918e-09,5551.09,10.29525113105774,201.49039959907532,0.36260390281677246,54998,13146
3.137931034482759e-05,8.662068965517243e-06,3.835518468045764e-11,3.96684e-11,5.3653094155857766e-09,5409.83,11.091160774230957,179.52690076828003,0.4944911003112793,51890,12514
3.172413793103448e-05,8.327586206896552e-06,4.033415967234312e-11,4.16805e-11,5.214812617916846e-09,5256.67,8.660980939865112,161.6251139640808,0.7939343452453613,48220,11794
3.206896551724138e-05,7.993103448275863e-06,4.247876069892477e-11,4.38783e-11,5.059762423687128e-09,5099.1,8.867017984390259,148.78849697113037,0.443056583404541,45174,11200
3.2413793103448275e-05,7.658620689655174e-06,4.481068842481162e-11,4.63106e-11,4.900158832896623e-09,4943.37,8.195226430892944,133.9193241596222,0.44744443893432617,42470,10662
3.275862068965517e-05,7.324137931034483e-06,4.7355607666151426e-11,4.88396e-11,4.736001845545329e-09,4773.38,7.421108722686768,119.84491968154907,0.321413516998291,39577,10052
3.310344827586207e-05,6.989655172413794e-06,5.0144095892602185e-11,5.16839e-11,4.567291461633249e-09,4602.28,7.491094589233398,110.59012031555176,0.3242471218109131,36952,9493
3.344827586206897e-05,6.655172413793104e-06,5.3212877754250595e-11,5.49129e-11,4.3940276811603785e-09,4429.85,6.434598445892334,97.66018414497375,0.29353952407836914,34528,8961
3.3793103448275865e-05,6.320689655172414e-06,5.660645158598072e-11,5.83684e-11,4.21621050412672e-09,4245.95,6.93590521812439,84.86381196975708,0.2697138786315918,32138,8446
3.413793103448276e-05,5.986206896551725e-06,6.037926120305395e-11,6.23168e-11,4.0338399305322755e-09,4059.87,5.330898761749268,71.51916694641113,0.2451176643371582,28778,7758
3.4482758620689657e-05,5.651724137931035e-06,6.45986388895062e-11,6.67515e-11,3.846915960377042e-09,3876.93,5.067843437194824,60.86509561538696,0.23895859718322754,25571,7129
3.482758620689655e-05,5.317241379310345e-06,6.934885916426697e-11,7.16824e-11,3.65543859366102e-09,3677.77,4.495774984359741,47.706278800964355,0.23146939277648926,22530,6469
3.517241379310345e-05,4.982758620689656e-06,7.473682527522398e-11,7.73778e-11,3.459407830384211e-09,3478.96,4.261183023452759,40.95314908027649,0.24244093894958496,20404,5996
3.5517241379310344e-05,4.648275862068966e-06,8.090021084131875e-11,8.40757e-11,3.2588236705466135e-09,3279.8,3.7474989891052246,34.97217035293579,0.20589303970336914,18309,5517
3.586206896551725e-05,4.313793103448276e-06,8.801938921302694e-11,9.14153e-11,3.0536861141482283e-09,3063,3.3805973529815674,29.820104122161865,0.18462920188903809,16826,5132
3.620689655172414e-05,3.979310344827587e-06,9.633537920008291e-11,1.0042e-10,2.843995161189056e-09,2852.84,3.5967745780944824,26.108281135559082,0.21793460845947266,15220,4707
3.655172413793104e-05,3.6448275862068973e-06,1.0617767198514163e-10,1.11244e-10,2.629750811669094e-09,2631.79,2.7957024574279785,18.35118317604065,0.17094111442565918,12165,4026
3.6896551724137934e-05,3.3103448275862073e-06,1.1800892810384763e-10,1.23796e-10,2.4109530655883448e-09,2407,2.446018695831299,14.514757871627808,0.14960670471191406,9997,3519
3.724137931034483e-05,2.9758620689655182e-06,1.3249981769535653e-10,1.39299e-10,2.1876019229468082e-09,2188.99,2.05122971534729,12.960068464279175,0.18235254287719727,8915,3487
3.7586206896551726e-05,2.6413793103448283e-06,1.5066072371082467e-10,1.57832e-10,1.959697383744483e-09,1958.88,2.810126543045044,11.870350360870361,0.26711463928222656,9729,3931
3.793103448275862e-05,2.3068965517241384e-06,1.7408802100731052e-10,1.82155e-10,1.7272394479813697e-09,1726.12,3.8019649982452393,13.139886856079102,0.28188395500183105,10993,4497
3.827586206896552e-05,1.9724137931034493e-06,2.0546094011414281e-10,2.14808e-10,1.4902281156574693e-09,1489.79,4.417437553405762,15.387478828430176,0.28380680084228516,12766,5274
3.862068965517241e-05,1.6379310344827585e-06,2.4964721986671317e-10,2.60454e-10,1.2486633867727796e-09,1246.72,4.3414835929870605,19.842183828353882,0.34610962867736816,15334,6325
3.8965517241379316e-05,1.3034482758620695e-06,3.1651111409547017e-10,3.29595e-10,1.0025452613273033e-09,1000.85,5.85882306098938,27.185247898101807,0.37934112548828125,19497,8130
3.931034482758621e-05,9.689655172413804e-07,4.295372698202371e-10,4.47349e-10,7.51873739321039e-10,751.068,9.673995971679688,32.50614356994629,0.49384140968322754,26498,11050
3.965517241379311e-05,6.344827586206896e-07,6.617323071243794e-10,6.90279e-10,4.966488207539853e-10,497.062,28.662672519683838,51.567553997039795,0.7915985584259033,40232,16772
4e-05,3e-07,1.411695588532009e-09,1.47031e-09,2.368705056261446e-10,236.671,194.03595280647278,104.34245705604553,2.0696871280670166,86113,35716
